"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ARIMA",12,1,"max",0.99,"offline","normal","None",0.001,0,840,1,3,"1,1",NA,0.945231613968963,42981,0.966208067731535,40631,0.24677423973339,59249,0.23521806034937,59249
"2","ARIMA",12,1,"max",0.99,"offline","normal","None",0.003,0,840,1,3,"1,1",NA,0.935181998106876,46484,0.959862912871469,43476,0.291484494803344,59249,0.276287447502846,59249
"3","ARIMA",12,1,"max",0.99,"offline","normal","None",0.005,0,840,1,3,"1,1",NA,0.927727588603197,47487,0.955564633260712,44064,0.314236516960334,59249,0.297254771229411,59249
"4","ARIMA",12,1,"max",0.99,"offline","normal","None",0.01,0,840,1,3,"1,1",NA,0.916756711827778,48124,0.948647056157368,44126,0.346348229576903,59249,0.325835563296702,59249
"5","ARIMA",12,1,"max",0.99,"offline","normal","None",0.03,0,840,1,3,"1,1",NA,0.89648111332008,50300,0.937120305086249,45102,0.402356357907136,59249,0.374766593578161,59249
"6","ARIMA",12,1,"max",0.99,"offline","normal","None",0.05,0,840,1,3,"1,1",NA,0.884148646605172,52904,0.927841662035652,46786,0.430899265312807,59249,0.397673706935538,59249
"7","ARIMA",12,1,"max",0.99,"offline","normal","None",0.001,0,840,1,3,"1,2",NA,0.945231613968963,42981,0.970276603331466,39262,0.24677423973339,59249,0.226134815874718,59249
"8","ARIMA",12,1,"max",0.99,"offline","normal","None",0.003,0,840,1,3,"1,2",NA,0.935181998106876,46484,0.964658807743914,41736,0.291484494803344,59249,0.264443042486376,59249
"9","ARIMA",12,1,"max",0.99,"offline","normal","None",0.005,0,840,1,3,"1,2",NA,0.927727588603197,47487,0.960727514483807,42116,0.314236516960334,59249,0.283795959878798,59249
"10","ARIMA",12,1,"max",0.99,"offline","normal","None",0.01,0,840,1,3,"1,2",NA,0.916756711827778,48124,0.954407585202169,41871,0.346348229576903,59249,0.309207032598488,59249
"11","ARIMA",12,1,"max",0.99,"offline","normal","None",0.03,0,840,1,3,"1,2",NA,0.89648111332008,50300,0.943562693663221,42277,0.402356357907136,59249,0.35178460005507,59249
"12","ARIMA",12,1,"max",0.99,"offline","normal","None",0.05,0,840,1,3,"1,2",NA,0.884148646605172,52904,0.935817423945835,43423,0.430899265312807,59249,0.370098775504509,59249
"13","ARIMA",12,1,"max",0.99,"offline","normal","None",0.001,0,840,1,3,"1,3",NA,0.945231613968963,42981,0.973805774278215,38100,0.24677423973339,59249,0.2186628433391,59249
"14","ARIMA",12,1,"max",0.99,"offline","normal","None",0.003,0,840,1,3,"1,3",NA,0.935181998106876,46484,0.968462092428419,40269,0.291484494803344,59249,0.254577356375457,59249
"15","ARIMA",12,1,"max",0.99,"offline","normal","None",0.005,0,840,1,3,"1,3",NA,0.927727588603197,47487,0.964595429277332,40475,0.314236516960334,59249,0.2724397757972,59249
"16","ARIMA",12,1,"max",0.99,"offline","normal","None",0.01,0,840,1,3,"1,3",NA,0.916756711827778,48124,0.958875325195117,39976,0.346348229576903,59249,0.295192224936628,59249
"17","ARIMA",12,1,"max",0.99,"offline","normal","None",0.03,0,840,1,3,"1,3",NA,0.89648111332008,50300,0.948455158242915,39907,0.402356357907136,59249,0.332391444794135,59249
"18","ARIMA",12,1,"max",0.99,"offline","normal","None",0.05,0,840,1,3,"1,3",NA,0.884148646605172,52904,0.941409420735457,40655,0.430899265312807,59249,0.346786789000518,59249
"19","ARIMA",12,1,"max",0.99,"offline","normal","None",0.001,0,840,1,3,"2,1",NA,0.945231613968963,42981,0.959881907573629,42001,0.24677423973339,59249,0.243563002577781,59249
"20","ARIMA",12,1,"max",0.99,"offline","normal","None",0.003,0,840,1,3,"2,1",NA,0.935181998106876,46484,0.952010261400327,45218,0.291484494803344,59249,0.287017647084661,59249
"21","ARIMA",12,1,"max",0.99,"offline","normal","None",0.005,0,840,1,3,"2,1",NA,0.927727588603197,47487,0.947214012517385,46016,0.314236516960334,59249,0.309391690483866,59249
"22","ARIMA",12,1,"max",0.99,"offline","normal","None",0.01,0,840,1,3,"2,1",NA,0.916756711827778,48124,0.939207105439024,46387,0.346348229576903,59249,0.340659593389569,59249
"23","ARIMA",12,1,"max",0.99,"offline","normal","None",0.03,0,840,1,3,"2,1",NA,0.89648111332008,50300,0.926273626236075,47934,0.402356357907136,59249,0.394921342298227,59249
"24","ARIMA",12,1,"max",0.99,"offline","normal","None",0.05,0,840,1,3,"2,1",NA,0.884148646605172,52904,0.915226189764141,50157,0.430899265312807,59249,0.421503005493975,59249
"25","ARIMA",12,1,"max",0.99,"offline","normal","None",0.001,0,840,1,3,"2,2",NA,0.945231613968963,42981,0.963427553329802,41534,0.24677423973339,59249,0.24052323914783,59249
"26","ARIMA",12,1,"max",0.99,"offline","normal","None",0.003,0,840,1,3,"2,2",NA,0.935181998106876,46484,0.957132597181075,44556,0.291484494803344,59249,0.282984568557647,59249
"27","ARIMA",12,1,"max",0.99,"offline","normal","None",0.005,0,840,1,3,"2,2",NA,0.927727588603197,47487,0.952712100139082,45297,0.314236516960334,59249,0.305206351509368,59249
"28","ARIMA",12,1,"max",0.99,"offline","normal","None",0.01,0,840,1,3,"2,2",NA,0.916756711827778,48124,0.944846808884207,45564,0.346348229576903,59249,0.335502932089466,59249
"29","ARIMA",12,1,"max",0.99,"offline","normal","None",0.03,0,840,1,3,"2,2",NA,0.89648111332008,50300,0.932168726033234,46940,0.402356357907136,59249,0.388115987685224,59249
"30","ARIMA",12,1,"max",0.99,"offline","normal","None",0.05,0,840,1,3,"2,2",NA,0.884148646605172,52904,0.922514889175416,48861,0.430899265312807,59249,0.412471705153167,59249
"31","ARIMA",12,1,"max",0.99,"offline","normal","None",0.001,0,840,1,3,"2,3",NA,0.945231613968963,42981,0.967073676001072,41031,0.24677423973339,59249,0.23753386631168,59249
"32","ARIMA",12,1,"max",0.99,"offline","normal","None",0.003,0,840,1,3,"2,3",NA,0.935181998106876,46484,0.960396489792207,43986,0.291484494803344,59249,0.279335265829982,59249
"33","ARIMA",12,1,"max",0.99,"offline","normal","None",0.005,0,840,1,3,"2,3",NA,0.927727588603197,47487,0.956329921841758,44653,0.314236516960334,59249,0.301133730665848,59249
"34","ARIMA",12,1,"max",0.99,"offline","normal","None",0.01,0,840,1,3,"2,3",NA,0.916756711827778,48124,0.948687617177038,44804,0.346348229576903,59249,0.330197154285907,59249
"35","ARIMA",12,1,"max",0.99,"offline","normal","None",0.03,0,840,1,3,"2,3",NA,0.89648111332008,50300,0.935933087117098,46030,0.402356357907136,59249,0.381061855778629,59249
"36","ARIMA",12,1,"max",0.99,"offline","normal","None",0.05,0,840,1,3,"2,3",NA,0.884148646605172,52904,0.927169929850277,47755,0.430899265312807,59249,0.403862124467133,59249
